common_name,scientific_name,category
Slender Chub,Erimystax cahni,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Slender Clearwing,Hemaris gracilis,Sphinx Moths
Slender Glass Lizard,Ophisaurus attenuatus,Reptiles
Slender Net-Spinning Caddisfly,Cheumatopsyche gracilis,Caddisflies
Slender Redhorse,Moxostoma pappillosum,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Slender Stygobromid,Stygobromus tenuis,Amphipods
Slender Supercoil,Paravitrea subtilis,Terrestrial Snails
Slender Walker,Pomatiopsis lapidaria,Freshwater Snails
Slim Snaggletooth Snail,Gastrocopta pellucida,Terrestrial Snails
Slimy Sculpin,Cottus cognatus,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Slippershell Mussel,Alasmidonta viridis,Freshwater Mussels
Slippery Stone,Neoperla catharae,Stoneflies
Slosson'S Long-Horned Caddisfly,Ceraclea slossonae,Caddisflies
Slosson'S Net-Spinning Caddisfly,Hydropsyche slossonae,Caddisflies
Small Minnow Mayfly,Baetisca berneri,Mayflies
Small Spot Snail,Punctum minutissimum,Terrestrial Snails
Small Willowfly,Taeniopteryx lita,Stoneflies
Small-Eyed Sphinx Moth,Paonias myops,Sphinx Moths
Small-Handed Leafcutter Bee,Megachile gemula,Leafcutter Bees
Small-Horned Spiny Crawler Mayfly,Drunella cornutella,Mayflies
Smaller Free-Living Caddisfly,Rhyacophila minora,Caddisflies
Smaller Parasmoth,Parasa chloris,Other Moths
Smallmouth Bass,Micropterus dolomieu,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Smallmouth Redhorse,Moxostoma breviceps,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Smallmouth Vertigo,Vertigo parvula,Terrestrial Snails
Smith'S Flat-Headed Mayfly,Maccaffertium smithae,Mayflies
Smokies Needlefly,Megaleuctra williamsae,Stoneflies
Smokies Snowfly,Allocapnia fumosa,Stoneflies
Smoky Shrew,Sorex fumeus,Mammals
Smoky Stone,Paragnetina fumosa,Stoneflies
Smoky Willowfly,Bolotoperla rossi,Stoneflies
Smooth Bladetooth,Patera laevior,Terrestrial Snails
Smooth Button,Mesomphix perlaevis,Terrestrial Snails
Smooth Coil,Lucilla singleyana,Terrestrial Snails
Smooth Earthsnake,Virginia valeriae,Reptiles
Smooth Elimia,Elimia simplex,Freshwater Snails
Smooth Greensnake,Opheodrys vernalis,Reptiles
Smooth Long-Horned Caddisfly,Ceraclea enodis,Caddisflies
Smyth'S Apamemoth,Apamea smythi,Other Moths
Snail Bullhead,Ameiurus brunneus,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Snapping Turtle,Chelydra serpentina,Turtles
Snow Bunting,Plectrophenax nivalis,Birds
Snow Goose,Anser caerulescens,Birds
Snowberry Clearwing,Hemaris diffinis,Sphinx Moths
Snowhill Ambersnail,Mediappendix hubrichti,Terrestrial Snails
Snowshoe Hare,Lepus americanus,Mammals
Snowy Egret,Egretta thula,Birds
Snowy Owl,Bubo scandiacus,Birds
Snubnose Darter,Etheostoma simoterum,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Snuffbox,Epioblasma triquetra,Freshwater Mussels
Soft Prong-Gilled Mayfly,Neoleptophlebia mollis,Mayflies
Soldier Beetle,Cantharis sheraldi,Other Beetles
Solitary Sandpiper,Tringa solitaria,Birds
Solomon'S Humpless Caddisfly,Brachycentrus solomoni,Caddisflies
Sommerman'S Bizarre Caddisfly,Lepidostoma sommermanae,Caddisflies
Song Sparrow,Melospiza melodia,Birds
Soothsayer Dart Moth,Graphiphora augur,Other Moths
Sooty Shearwater,Ardenna grisea,Birds
Sora,Porzana carolina,Birds
Sordid Bomolocha,Hypena sordidula,Other Moths
Sordid Underwing Moth,Catocala sordida,Underwing Moths
Sorghum Webworm,Nola cereella,Other Moths
South Branch Valley Cave Beetle,Pseudanophthalmus potomaca,Ground Beetles
Southeastern Blueberry Bee,Habropoda laboriosa,Digger Bees
Southeastern Crowned Snake,Tantilla coronata,Reptiles
Southeastern Five-Lined Skink,Plestiodon inexpectatus,Reptiles
Southeastern Gem Snail,Hawaiia alachuana,Terrestrial Snails
Southeastern Myotis,Myotis austroriparius,Mammals
Southeastern Prong-Gilled Mayfly,Neoleptophlebia assimilis,Mayflies
Southeastern Roachfly,Tallaperla cornelia,Stoneflies
Southeastern Shrew,Sorex longirostris,Mammals
Southeastern Tigersnail,Anguispira strongylodes,Terrestrial Snails
Southeastern Whitelip,Neohelix major,Terrestrial Snails
Southern Bog Lemming,Synaptomys cooperi,Mammals
Southern Broken-Dash,Polites otho,Butterflies and Skippers
Southern Carpenter Bee,Xylocopa micans,Carpenter Bees
Southern Chocolate Angle Moth,Macaria distribuaria,Other Moths
Southern Chorus Frog,Pseudacris nigrita,Amphibians
Southern Cloudywing,Thorybes bathyllus,Butterflies and Skippers
Southern Cricket Frog,Acris gryllus,Amphibians
Southern Flat-Headed Mayfly,Maccaffertium mexicanum,Mayflies
Southern Flying Squirrel,Glaucomys volans,Mammals
Southern Leopard Frog,Lithobates sphenocephalus,Amphibians
Southern Pearly-Eye,Lethe portlandia,Butterflies and Skippers
Southern Pine Looper Moth,Caripeta aretaria,Other Moths
Southern Pine Sphinx,Lapara coniferarum,Sphinx Moths
Southern Pinecone,Strobilops texasianus,Terrestrial Snails
Southern Pink-Striped Oakworm,Anisota pellucida,Giant Silkworm and Royal Moths
Southern Plains Bumble Bee,Bombus fraternus,Bumble Bees
Southern Ptichodis,Ptichodis bistrigata,Other Moths
Southern Ravine Salamander,Plethodon richmondi,Amphibians
Southern Red-Backed Vole,Clethrionomys gapperi,Mammals
Southern Short-Tailed Shrew,Blarina carolinensis,Mammals
Southern Snowfly,Nemocapnia carolina,Stoneflies
Southern Spragueimoth,Spragueia dama,Other Moths
Southern Stone,Agnetina annulipes,Stoneflies
Southern Toad,Anaxyrus terrestris,Amphibians
Southern Tolype Moth,Tolype minta,Other Moths
Southern Two-Lined Salamander,Eurycea cirrigera,Amphibians
Southern Variable Dart Moth,Xestia elimata,Other Moths
Southern White River Crawfish,Procambarus zonangulus,Crayfishes
Southern Zigzag Salamander,Plethodon ventralis,Amphibians
Southwestern Virginicave Amphipod,Stygobromus mackini,Amphipods
Southwestern Virginicave Isopod,Caecidotea recurvata,Isopods
Sparkling Jewelwing,Calopteryx dimidiata,Dragonflies and Damselflies
Spatulate Long-Horned Caddisfly,Ceraclea uvalo,Caddisflies
Spatulate Microcaddisfly,Hydroptila spatulata,Caddisflies
Spatulate Snowfly,Allocapnia simmonsi,Stoneflies
Spear-Marked Black Moth,Rheumaptera hastata,Other Moths
Speckled Killifish,Fundulus rathbuni,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Speckled Snail-Case Caddisfly,Helicopsyche borealis,Caddisflies
Spectaclecase,Cumberlandia monodonta,Freshwater Mussels
Speith'S Great Speckled Olive Mayfly,Siphloplecton costalense,Mayflies
Spicebush Swallowtail,Pterourus troilus,Butterflies and Skippers
Spiculose Serratellan Mayfly,Serratella serrata,Mayflies
Spider Elimia,Elimia arachnoidea,Freshwater Snails
Spike,Eurynia dilatata,Freshwater Mussels
Spike-Lip Crater Snail,Appalachina sayana,Terrestrial Snails
Spiked Forestfly,Amphinemura wui,Stoneflies
Spiked Trumpet-Net Caddisfly,Cernotina spicata,Caddisflies
Spiny Crawler Mayfly,Drunella allegheniensis,Mayflies
Spiny Microcaddisfly,Hydroptila spinata,Caddisflies
Spiny Riversnail,Io fluvialis,Freshwater Snails
Spiny Salmonfly,Pteronarcys comstocki,Stoneflies
Spiny Scale Crayfish,Cambarus jezerinaci,Crayfishes
Spiny Softshell Turtle,Apalone spinifera,Turtles
Spiny Springfly,Cultus verticalis,Stoneflies
Spiny Stone,Neoperla carlsoni,Stoneflies
Spiny Stream Crayfish,Faxonius cristavarius,Crayfishes
Spinycheek Crayfish,Faxonius limosus,Crayfishes
Spinyleg Willowfly,Taeniopteryx maura,Stoneflies
Spinytail Fairy Shrimp,Streptocephalus sealii,"Fairy, Clam, and Tadpole Shrimps"
Spiral Mountain Glyph,Glyphyalinia carolinensis,Terrestrial Snails
Spirit Supercoil,Paravitrea hera,Terrestrial Snails
Splendid Dagger Moth,Acronicta superans,Other Moths
Splendid Northern Caddisfly,Pycnopsyche luculenta,Caddisflies
Splendid Sweat Bee,Agapostemon splendens,Striped Sweat Bees
Splendid Tiger Beetle,Cicindela splendida,Tiger Beetles
Split-Tooth Dome,Ventridens virginicus,Terrestrial Snails
Spongy Moth,Lymantria dispar,Other Moths
Spot-Bellied Spiny Crawler Mayfly,Serratella serratoides,Mayflies
Spotfin Chub,Erimonax monachus,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Spotfin Shiner,Cyprinella spiloptera,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Spottail Shiner,Hudsonius hudsonius,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Spotted Apatelodes Moth,Apatelodes torrefacta,Other Moths
Spotted Bass,Micropterus punctulatus,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Spotted Cave Beetle,Pseudanophthalmus punctatus,Ground Beetles
Spotted Datana,Datana perspicua,Notodontid Moths
Spotted Dusky Salamander,Desmognathus conanti,Amphibians
Spotted Firefly,Lucidota punctata,Fireflies and Glow-worms
Spotted Flat-Headed Mayfly,Maccaffertium mediopunctatum,Mayflies
Spotted Forestfly,Paranemoura perfecta,Stoneflies
Spotted Long-Horned Caddisfly,Ceraclea maculata,Caddisflies
Spotted Microcaddisfly,Hydroptila maculata,Caddisflies
Spotted Saddle-Case Caddisfly,Protoptila maculata,Caddisflies
Spotted Salamander,Ambystoma maculatum,Amphibians
Spotted Sandpiper,Actitis macularius,Birds
Spotted Small Minnow Mayfly,Plauditus punctiventris,Mayflies
Spotted Trumpet-Net Caddisfly,Polycentropus maculatus,Caddisflies
Spotted Turtle,Clemmys guttata,Turtles
Spotted Tussock Moth,Lophocampa maculata,Tiger Moths
Spring 4-Flasher,Photuris quadrifulgens,Fireflies and Glow-worms
Spring Azure,Celastrina ladon,Butterflies and Skippers
Spring Bizarre Caddisfly,Lepidostoma vernale,Caddisflies
Spring Peeper,Pseudacris crucifer,Amphibians
Spring Salamander,Gyrinophilus porphyriticus,Amphibians
Spring Treetop Flasher,Pyractomena borealis,Fireflies and Glow-worms
Spring-Loving Psiloneuran Caddisfly,Agarodes libalis,Caddisflies
Springtime Darner,Basiaeschna janata,Dragonflies and Damselflies
Springtime Fairy Shrimp,Eubranchipus vernalis,"Fairy, Clam, and Tadpole Shrimps"
Sprite Elimia,Elimia proxima,Freshwater Snails
Spruce Knob Threetooth,Triodopsis picea,Terrestrial Snails
Sprules'S Humpless Caddisfly,Micrasema sprulesi,Caddisflies
Sprules'S Trumpet-Net Caddisfly,Polycentropus elarus,Caddisflies
Spurred Weighted-Case Caddisfly,Goera calcarata,Caddisflies
Squash Bee,Peponapis pruinosa,Squash Bees
Squat Duskysnail,Lyogyrus granum,Freshwater Snails
Squirrel Treefrog,Dryophytes squirellus,Amphibians
Stained Lophosis Moth,Lophosis labeculata,Other Moths
Stalk Borer Moth,Papaipema nebris,Papaipema Moths
Stalked Weighted-Case Caddisfly,Goera stylata,Caddisflies
Star-Nosed Mole,Condylura cristata,Mammals
Stargazing Minnow,Phenacobius uranops,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Steelcolor Shiner,Cyprinella whipplei,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Stilt Sandpiper,Calidris himantopus,Birds
Stilt-Legged Spiny Crawler Mayfly,Penelomax septentrionalis,Mayflies
Stonecat,Noturus flavus,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Stonyfork Snowfly,Allocapnia harperi,Stoneflies
Straight Hex Burrowing Mayfly,Hexagenia rigida,Mayflies
Straight Lined Mallow Moth,Bagisara rectifascia,Other Moths
Straight-Lined Pero Moth,Pero zalissaria,Other Moths
Straley'S Cave Beetle,Pseudanophthalmus quadratus,Ground Beetles
Streaked Tussock Moth,Dasychira obliquata,Other Moths
Stream Cruiser,Didymops transversa,Dragonflies and Damselflies
Stream Small Minnow Mayfly,Procloeon rivulare,Mayflies
Stream-Dwelling Microcaddisfly,Oxyethira rivicola,Caddisflies
Streamline Chub,Erimystax dissimilis,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Striate Peaclam,Pisidium punctiferum,Other Molluscs
Striated Fingernailclam,Sphaerium striatinum,Other Molluscs
Stripe-Necked Musk Turtle,Sternotherus peltifer,Turtles
Stripeback Darter,Percina notogramma,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Striped Bass,Morone saxatilis,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Striped Comb Minnow Mayfly,Ameletus lineatus,Mayflies
Striped Hairstreak,Satyrium liparops,Butterflies and Skippers
Striped Microcaddisfly,Hydroptila virgata,Caddisflies
Striped Mud Turtle,Kinosternon baurii,Turtles
Striped Shiner,Luxilus chrysocephalus,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Striped Skunk,Mephitis mephitis,Mammals
Striped Stone,Perlinella drymo,Stoneflies
Stripetail,Isoperla powhatan,Stoneflies
Styx Stout Crawler Mayfly,Tricorythodes stygiatus,Mayflies
Subdued Quaker Moth,Orthosia revicta,Other Moths
Subgothic Dart Moth,Feltia subgothica,Other Moths
Suborb Glyph,Glyphyalinia sculptilis,Terrestrial Snails
Suboval Ambersnail,Mediappendix vermeta,Terrestrial Snails
Subterranean Cut-Worm Moth,Feltia subterranea,Other Moths
Suckermouth Minnow,Phenacobius mirabilis,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Sugarspoon,Epioblasma arcaeformis,Freshwater Mussels
Sulphur Moth,Hesperumia sulphuraria,Other Moths
Sulphur Spiny Crawler Mayfly,Ephemerella invaria,Mayflies
Summer Azure,Celastrina neglecta,Butterflies and Skippers
Summer Hyppmoth,Hyppa contrasta,Other Moths
Summer Spiny Crawler Mayfly,Eurylophella aestiva,Mayflies
Summer Tanager,Piranga rubra,Birds
Sunflower Borer Moth,Papaipema necopina,Papaipema Moths
Sunflower Sweat Bee,Dieunomia heteropoda,Sweat Bees (in part)
Superb Jewelwing,Calopteryx amata,Dragonflies and Damselflies
Surf Scoter,Melanitta perspicillata,Birds
Surgeon Crayfish,Faxonius forceps,Crayfishes
Swainson'S Thrush,Catharus ustulatus,Birds
Swainson'S Warbler,Limnothlypis swainsonii,Birds
Swallowtail Shiner,Miniellus procne,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Swamp Darter,Etheostoma fusiforme,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Swamp Fingernailclam,Musculium partumeium,Other Molluscs
Swamp Forestfly,Prostoia hallasi,Stoneflies
Swamp Sparrow,Melospiza georgiana,Birds
Swamp Stone,Perlesta durfeei,Stoneflies
Swamp Vertigo,Vertigo teskeyae,Terrestrial Snails
Swampfish,Chologaster cornuta,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Swannanodarter,Etheostoma swannanoa,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Swannanosallfly,Alloperla nanina,Stoneflies
Swarthy Skipper,Nastra lherminier,Butterflies and Skippers
Sweat Bee,Lasioglossum raleighense,Other Bees
Sweetbay Silkmoth,Callosamia securifera,Giant Silkworm and Royal Moths
Sweetfern Underwing,Catocala antinympha,Underwing Moths
Sycamore Tussock Moth,Halysidota harrisii,Tiger Moths
Symmetrical Elimia,Elimia symmetrica,Freshwater Snails
Synchronous Firefly,Photinus carolinus,Fireflies and Glow-worms
Tadpole Madtom,Noturus gyrinus,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Tadpole Physa,Physella gyrina,Freshwater Snails
Talus Coil,Helicodiscus triodus,Terrestrial Snails
Tangerine Darter,Percina aurantiaca,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Tapered Spiny Crawler Mayfly,Attenella attenuata,Mayflies
Tardy Small Square-Gilled Mayfly,Caenis tardata,Mayflies
Tarter'S Comb Minnow Mayfly,Ameletus tarteri,Mayflies
Tawny Crescent,Phyciodes batesii,Butterflies and Skippers
Tawny Emperor,Asterocampa clyton,Butterflies and Skippers
Tawny-Edged Skipper,Polites themistocles,Butterflies and Skippers
Tearful Underwing,Catocala lacrymosa,Underwing Moths
Teays River Crayfish,Cambarus sciotensis,Crayfishes
Teays Stone,Perlesta teaysia,Stoneflies
Telescope Shiner,Notropis telescopus,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Telmdarkwing Moth,Gondysia telma,Other Moths
Temperate Coil Snail,Helicodiscus shimeki,Terrestrial Snails
Temporal Spiny Crawler Mayfly,Eurylophella temporalis,Mayflies
Tench,Tinca tinca,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Tennessee Bean,Venustaconcha trabalis,Freshwater Mussels
Tennessee Clubshell,Pleurobema oviforme,Freshwater Mussels
Tennessee Dace,Chrosomus tennesseensis,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Tennessee Heelsplitter,Lasmigona holstonia,Freshwater Mussels
Tennessee Pigtoe,Pleuronaia barnesiana,Freshwater Mussels
Tennessee Sallfly,Alloperla neglecta,Stoneflies
Tennessee Shiner,Paranotropis leuciodus,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Tennessee Valley Cave Isopod,Caecidotea richardsonae,Isopods
Tennessee Warbler,Leiothlypis peregrina,Birds
Terminal Flat-Headed Mayfly,Maccaffertium terminatum,Mayflies
Terrestrial Snail,Stenotrema burringtoni,Terrestrial Snails
Terssphinx,Xylophanes tersa,Sphinx Moths
Tessellated Darter,Etheostoma olmstedi,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Texas Leafcutter Bee,Megachile texana,Leafcutter Bees
Texas Mason Bee,Osmia texana,Mason Bees
Thankless Ghostsnail,Holsingeria unthanksensis,Freshwater Snails
Thaxter'S Sallow,Psaphida thaxterianus,Other Moths
The Betrothed Underwing,Catocala innubens,Underwing Moths
The Bride Underwing,Catocala neogama,Underwing Moths
The Consort Underwing,Catocala consors,Underwing Moths
The Little Wife Underwing,Catocala muliercula,Underwing Moths
The Penitent Underwing,Catocala piatrix,Underwing Moths
The Pink Streak,Dargida rubripennis,Other Moths
The Record Keeper Moth,Feltia manifesta,Other Moths
The Starry Campion Moth,Hadena ectypa,Other Moths
The Sweetheart Underwing,Catocala amatrix,Underwing Moths
The Unexpected Milkweed Moth,Cycnia collaris,Tiger Moths
Thicklip Chub,Cyprinella labrosa,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Thicklip Ramshorn,Planorbula armigera,Freshwater Snails
Thin Glyph,Glyphyalinia cryptomphala,Terrestrial Snails
Thin Pillar Snail,Cochlicopa lubricella,Terrestrial Snails
Thin-Lined Erastrimoth,Erastria cruentaria,Other Moths
Thin-Lip Vallonisnail,Vallonia perspectiva,Terrestrial Snails
Thirsty Long-Horned Caddisfly,Triaenodes dipsius,Caddisflies
Thomas' Cave Beetle,Pseudanophthalmus thomasi,Ground Beetles
Threadfin Shad,Dorosoma petenense,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Three-Knobbed Snowfly,Allocapnia forbesi,Stoneflies
Three-Lined Balsmoth,Balsa tristrigella,Other Moths
Three-Lined Salamander,Eurycea guttolineata,Amphibians
Three-Lobed Needlefly,Leuctra triloba,Stoneflies
Three-Spotted Fillip Moth,Heterophleps triguttaria,Other Moths
Threeridge,Amblema plicata,Freshwater Mussels
Threeridge Valvata,Valvata tricarinata,Freshwater Snails
Threespine Stickleback,Gasterosteus aculeatus,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Throaty Dome,Ventridens gularis,Terrestrial Snails
Thundering Net-Spinning Caddisfly,Hydropsyche bronta,Caddisflies
Tidewater Amphipod,Stygobromus indentatus,Amphipods
Tidewater Interstitial Amphipod,Stygobromus araeus,Amphipods
Tidewater Mucket,Atlanticoncha ochracea,Freshwater Mussels
Tight Coil,Helicodiscus notius,Terrestrial Snails
Timber Rattlesnake,Crotalus horridus,Reptiles
Tiny Liptooth,Lobosculum pustuloides,Terrestrial Snails
Tiny Net-Spinning Caddisfly,Cheumatopsyche minuscula,Caddisflies
Tiny Saddlecase Caddisfly,Agapetus minutus,Caddisflies
Tonguetied Minnow,Exoglossum laurae,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Toothed Globe,Mesodon zaletus,Terrestrial Snails
Toothed Hive,Euconulus dentatus,Terrestrial Snails
Toothed Stone,Perlesta browni,Stoneflies
Top Net-Spinning Caddisfly,Parapsyche apicalis,Caddisflies
Torrent Sucker,Thoburnia rhothoeca,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Townsend'S Big-Eared Bat,Corynorhinus townsendii,Mammals
Tracheated White Burrowing Mayfly,Ephoron leukon,Mayflies
Transverse Stripetail,Isoperla signata,Stoneflies
Traver'S Small Square-Gilled Mayfly,Caenis anceps,Mayflies
Tree Swallow,Tachycineta bicolor,Birds
Tri-Colored Bumble Bee,Bombus ternarius,Bumble Bees
Triangle Floater,Alasmidonta undulata,Freshwater Mussels
Triangle-Barred Woodgrain Moth,Morrisonia triangula,Other Moths
Triangular Peaclam,Pisidium variabile,Other Molluscs
Triangular Sallfly,Alloperla chloris,Stoneflies
Tricolored Bat,Perimyotis subflavus,Mammals
Tricolored Heron,Egretta tricolor,Birds
Trinity Comb Minnow Mayfly,Ameletus tertius,Mayflies
Trout-Perch,Percopsis omiscomaycus,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Trumpet Vallonisnail,Vallonia parvula,Terrestrial Snails
Trumpet Vine Sphinx,Paratrea plebeja,Sphinx Moths
Trumpeter Swan,Cygnus buccinator,Birds
Truncate Forestfly,Ostrocerca truncata,Stoneflies
Truncate Needlefly,Leuctra truncata,Stoneflies
Tuberculated Spiny Crawler Mayfly,Drunella tuberculata,Mayflies
Tufted Sallfly,Alloperla banksi,Stoneflies
Tufted Titmouse,Baeolophus bicolor,Birds
Tug Valley Crayfish,Cambarus hatfieldi,Crayfishes
Tulip Tree Silkmoth,Callosamia angulifera,Giant Silkworm and Royal Moths
Tulip-Tree Beauty,Epimecis hortaria,Other Moths
Tundrswan,Cygnus columbianus,Birds
Turkey Vulture,Cathartes aura,Birds
Turtle Head Borer Moth,Papaipema nepheleptena,Papaipema Moths
Tuscaroremerald,Nemoria tuscarora,Other Moths
Twelve-Spotted Tiger Beetle,Cicindela duodecimguttata,Tiger Beetles
Twig Mason Bee,Osmia virga,Mason Bees
Twilight Coil,Helicodiscus multidens,Terrestrial Snails
Twilight Trumpet-Net Caddisfly,Neureclipsis crepuscularis,Caddisflies
Twin-Dotted Macrochilo Moth,Macrochilo hypocritalis,Other Moths
Twin-Spotted Sphinx Moth,Smerinthus jamaicensis,Sphinx Moths
Two-Edged Net-Spinning Caddisfly,Hydropsyche dicantha,Caddisflies
Two-Knobbed Snowfly,Allocapnia maria,Stoneflies
Two-Lined Stripetail,Isoperla bilineata,Stoneflies
Two-Lined Wainscot Moth,Leucania commoides,Other Moths
Two-Lobed Needlefly,Leuctra biloba,Stoneflies
Two-Lobed Springfly,Diploperla duplicata,Stoneflies
Two-Ridge Valvata,Valvata bicarinata,Freshwater Snails
Two-Ridged Ramshorn,Helisoma anceps,Freshwater Snails
Two-Spine Stripetail,Isoperla kirchneri,Stoneflies
Two-Spot Dart Moth,Eueretagrotis perattentus,Other Moths
Two-Spotted Bumble Bee,Bombus bimaculatus,Bumble Bees
Two-Spotted Skipper,Euphyes bimacula,Butterflies and Skippers
Two-Striped Forceptail,Aphylla williamsoni,Dragonflies and Damselflies
Two-Toed Amphiuma,Amphiuma means,Amphibians
Ubiquitous Peaclam,Pisidium casertanum,Other Molluscs
Uenoid Caddisfly,Neophylax acutus,Caddisflies
Ulalume Underwing Moth,Catocala ulalume,Underwing Moths
Ulmer'S Hood Caddisfly,Molanna ulmerina,Caddisflies
Ultroniunderwing Moth,Catocala ultronia,Underwing Moths
Umbellifer Borer Moth,Papaipema insulidens,Papaipema Moths
Umber Underwing Moth,Catocala umbrosa,Underwing Moths
Unarmed Leafcutter Bee,Megachile inermis,Leafcutter Bees
Undivided Northern Caddisfly,Limnephilus indivisus,Caddisflies
Unicorn Clubtail,Arigomphus villosipes,Dragonflies and Damselflies
Upcoming Net-Spinning Caddisfly,Hydropsyche ventura,Caddisflies
Upland Burrowing Crayfish,Cambarus dubius,Crayfishes
Upland Chorus Frog,Pseudacris feriarum,Amphibians
Upland Pillsnail,Euchemotrema fraternum,Terrestrial Snails
Upland Sandpiper,Bartramia longicauda,Birds
Valanced Microcaddisfly,Hydroptila vala,Caddisflies
Valley And Ridge Salamander,Plethodon hoffmani,Amphibians
Valley Forestfly,Soyedina vallicularia,Stoneflies
Vandel'S Cave Isopod,Pseudobaicalasellus vandeli,Isopods
Vanishing Stripetail,Isoperla evanescens,Stoneflies
Variable Antipione,Antepione thisoaria,Other Moths
Variable Carpet Moth,Anticlea vasiliata,Other Moths
Variable Cuckoo Bumble Bee,Bombus variabilis,Bumble Bees
Variable Dancer,Argia fumipennis,Dragonflies and Damselflies
Variable Mantleslug,Pallifera varia,Terrestrial Snails
Variable Needlefly,Leuctra variabilis,Stoneflies
Variable Oakleaf Caterpillar Moth,Lochmaeus manteo,Notodontid Moths
Variable Triple Flash,Photuris versicolor,Fireflies and Glow-worms
Variable Vertigo Snail,Vertigo gouldii,Terrestrial Snails
Varied Burrowing Mayfly,Ephemera varia,Mayflies
Variegate Darter,Etheostoma variatum,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys"
Variegated Fritillary,Euptoieta claudia,Butterflies and Skippers
Veery,Catharus fuscescens,Birds
Velvet Wedge Snail,Xolotrema denotatum,Terrestrial Snails
Vermont Sallfly,Rasvena terna,Stoneflies
Vernal Sallfly,Alloperla idei,Stoneflies
Vernal Springfly,Helopicus subvarians,Stoneflies
Vernal Stone,Perlinella ephyre,Stoneflies
Vesper Sparrow,Pooecetes gramineus,Birds
Vibrant Prong-Gilled Mayfly,Habrophlebia vibrans,Mayflies
Vicariant Cave Beetle,Pseudanophthalmus vicarius,Ground Beetles
Viceroy,Limenitis archippus,Butterflies and Skippers
Violet Dart,Euxoa violaris,Other Moths
Virgin Tiger Moth,Apantesis virgo,Tiger Moths
Virginiansnowfly,Allocapnia virginiana,Stoneflies
Virginibig-Headed Tiger Beetle,Tetracha virginica,Tiger Beetles
Virginibladetooth,Patera panselenus,Terrestrial Snails
Virginicoil,Polygyriscus virginianus,Terrestrial Snails
Virginicomb Minnow Mayfly,Ameletus cryptostimulus,Mayflies
Virginicreeper Sphinx,Darapsa myron,Sphinx Moths
Virginictenucha Moth,Ctenucha virginica,Tiger Moths
Virginimantleslug,Philomycus virginicus,Terrestrial Snails
Virginiopossum,Didelphis virginiana,Mammals
Virginirail,Rallus limicola,Birds
Virginiroachfly,Peltoperla tarteri,Stoneflies
Virginisallfly,Sweltsa voshelli,Stoneflies
Virginispringfly,Diploperla morgani,Stoneflies
Virginispringsnail,Fontigens morrisoni,Freshwater Snails
Virginistone,Acroneuria kosztarabi,Stoneflies
Virile Crayfish,Faxonius virilis,Crayfishes
Walker Peaclam,Pisidium walkeri,Other Molluscs
